brand,model,product_name,rating,shipping,url,Boost Clock ,Brand ,CUDA Cores ,Card Dimensions (L x H) ,Chipset Manufacturer ,Cooler ,Core Clock ,DVI ,Date First Available ,DirectX ,DisplayPort ,Dual-Link DVI Supported ,Edition ,Effective Memory Clock ,Features ,Form Factor ,GPU ,GPU Series ,HDCP Ready ,HDMI ,Interface ,Low Profile Bracket Included ,Max GPU Length ,Max Resolution ,Memory Interface ,Memory Size ,Memory Type ,Model ,Multi-Monitor Support ,OpenGL ,Operating Systems Supported ,Option ,Package Contents ,Power Connector ,SLI Support ,Series ,Slot Width ,System Requirements ,Thermal Design Power ,Tuner ,Virtual Reality Ready ,review_numbers
EVGA,GTX 1070,"EVGA GeForce GTX 1070 Ti FTW ULTRA SILENT GAMING, 8GB GDDR5, ACX 3.0 & RGB LED Graphics Card 08G-P4-6678-KR",,Free Shipping,https://www.newegg.com/evga-geforce-gtx-1070-ti-08g-p4-6678-kr/p/1FT-001K-003F3?Description=GTX,['1683+ MHz'],['EVGA'],['2432'],"['10.50"" x 5.06""']",['NVIDIA'],['Double Fans'],['1607+ MHz'],['1 x DVI'],"['March 11, 2019']",['DirectX 12'],['3 x DisplayPort 1.4'],['Yes'],,['8008 MHz'],"['Simultaneous Multi-Projection  VR Ready  NVIDIA Ansel  NVIDIA SLI w/ HB Bridge Support  NVIDIA G-SYNC  NVIDIA GameStream  NVIDIA GPU Boost 3.0  Microsoft DirectX 12 API  Vulkan API  OpenGL 4.6 Support  PCI Express 3.0  Max Digital Resolution - 7680x4320  HDMI 2.0b, DisplayPort 1.4 and Dual-Link DVI  Built for EVGA Precision XOC  EVGA ACX 3.0 Cooling']",,['GeForce GTX 1070 Ti'],['NVIDIA GeForce GTX 10 Series'],,['1 x HDMI 2.0b'],['PCI Express 3.0'],,['267 mm'],['7680 x 4320'],['256-Bit'],['8GB'],['GDDR5'],['08G-P4-6678-KR'],['4'],['OpenGL 4.6'],"['Windows 10 32/64bit, Windows 8 32/64bit, Windows 7 32/64bit']",,,['2 x 8-Pin'],['SLI Ready'],,['Triple Slot'],"['500 Watts or greater power supply.**** PCI Express, PCI Express 2.0 or PCI Express 3.0 compliant motherboard with one graphics slot. Two available 8-pin PCI-E power connectors.  ****Minimum system power requirement based on a PC configured with an Intel Core i7 3.2 GHz processor.']",['180W'],,['Yes'],0 reviews
PNY,GTX 1070,PNY GeForce GTX 1070 DirectX 12 VCGGTX10708PB 8GB 256-Bit GDDR5 PCI Express 3.0 x16 SLI Support Video Card,,Free Shipping,https://www.newegg.com/pny-geforce-gtx-1070-vcggtx10708pb/p/N82E16814133744?Description=GTX,['1683 MHz'],['PNY'],['1920'],"['11.02"" x 4.96""']",['NVIDIA'],['Single Fan'],['1506 MHz'],['1 x DL-DVI-D'],"['November 09, 2018']",['DirectX 12'],['3 x DisplayPort 1.4'],,,['8 Gbps'],['Simultaneous Multi-ProjectionNVIDIA Ansel SupportNVIDIA SLI w/ HB Bridge SupportNVIDIA G-SYNCNVIDIA GameStreamNVIDIA GPU Boost 3.0Vulkan API Support'],,['GeForce GTX 1070'],['NVIDIA GeForce GTX 10 Series'],,['1 x HDMI 2.0b'],['PCI Express 3.0 x16'],,['280 mm'],['7680 x 4320'],['256-Bit'],['8GB'],['GDDR5'],['VCGGTX10708PB'],['Yes'],['OpenGL 4.5'],,,,['8-Pin'],['SLI HB Bridge Supported'],,['Dual Slot'],"['TDP: 150WPCI Express-compliant motherboard with one dual-width x16 graphics slotOne 8-pin PCI Express supplementary power connectorsMinimum 500W or greater system power supply300MB of available hard-disk space2GB system memory (4GB or higher recommended)Windows 7-10, Linux, FreeBSDx86DVD-ROM drive and Internet connection']",['150W'],,['Yes'],0 reviews
EVGA,GTX 1070,EVGA GeForce GTX 1070 Ti SC GAMING 8GB 08G-P4-5671-KR GDDR5 ACX 3.0 & Black Edition Video Graphics Card,,Free Shipping,https://www.newegg.com/evga-geforce-gtx-1070-ti-08g-p4-5671-kr/p/1FT-001K-002M3?Description=GTX,['1683 MHz'],['EVGA'],['2432'],"['10.50"" x 4.38""']",['NVIDIA'],['Double Fans'],['1607 MHz'],['1 x DL-DVI-D'],"['January 25, 2019']",['DirectX 12'],['3 x DisplayPort 1.4'],['Yes'],,['8008 MHz'],"['Simultaneous Multi-Projection  VR Ready  NVIDIA Ansel  NVIDIA SLI w/ HB Bridge Support  NVIDIA G-SYNC  NVIDIA GameStream  NVIDIA GPU Boost 3.0  Microsoft DirectX 12 API  Vulkan API  OpenGL 4.6 Support  PCI Express 3.0  Max Digital Resolution - 7680x4320  HDMI 2.0b, DisplayPort 1.4 and Dual-Link DVI  Built for EVGA Precision XOC  EVGA ACX 3.0 Cooling']",,['GeForce GTX 1070 Ti'],['NVIDIA GeForce GTX 10 Series'],,['1 x HDMI 2.0b'],['PCI Express 3.0'],,['267 mm'],['7680 x 4320'],['256-Bit'],['8GB'],['GDDR5'],['08G-P4-5671-KR'],['4'],['OpenGL 4.6'],"['Windows 10 32/64bit, Windows 8 32/64bit, Windows 7 32/64bit']",,,['8-Pin'],['SLI Ready'],,['Dual Slot'],"['500 Watts or greater power supply**** PCI Express, PCI Express 2.0 or PCI Express 3.0 compliant motherboard with one graphics slot One available 8-pin PCI-E power dongle Total Power Draw: 217 Watts   ****Minimum system power requirement based on a PC configured with an Intel Core i7 3.2 GHz processor']",['180W'],,['Yes'],0 reviews
EVGA,GTX 1070,"EVGA GeForce GTX 1070 FTW2 GAMING iCX, 08G-P4-6676-KR, 8GB GDDR5, RGB LED, 9 Thermal Sensors, Asynchronous Fan Control, Thermal Display LED System, Optimized Airflow Fin Design Video Graphics Card",,Free Shipping,https://www.newegg.com/evga-geforce-gtx-1070-08g-p4-6676-kr/p/1FT-001K-00148?Description=GTX,['N/A'],['EVGA'],['1920'],"['10.50"" x 5.07""']",['NVIDIA'],['Double Fans'],['1607 MHz'],['1 x Dual-Link DVI-D'],"['November 13, 2018']",['DirectX 12'],['3 x DisplayPort 1.4'],['Yes'],,['8008 MHz'],"['EVGA Double BIOS  Simultaneous MultiProjection  VR Ready  NVIDIA Ansel  NVIDIA SLI w/ HB Bridge Support  NVIDIA GSYNC  NVIDIA GameStream  NVIDIA GPU Boost 3.0  Microsoft DirectX 12  Vulkan API  OpenGL 4.5 Support  HDMI 2.0b, DisplayPort 1.4 and Dual-Link DVI  Built for EVGA Precision XOC  10 Phase Power Design  Adjustable RGB LED  Asynchronous Fans  9 additional temp sensors to monitor Memory and VRM  GPU / Memory / PWM Thermal Status Indicator LEDs  New vented heatsink fin design and pin fins for optimized airflow  Safety fuse to protect components from damage due to improper installation or other component failures  Redesigned cooling with Lshaped contact fins to improve contact surface area for better heat dissipation  EVGA iCX Technology']",,['GeForce GTX 1070'],['NVIDIA GeForce GTX 10 Series'],,['1 x HDMI 2.0b'],,,['267 mm'],['7680 x 4320'],['256-Bit'],['8GB'],['GDDR5'],['08G-P4-6676-KR'],['4'],['OpenGL 4.5'],"['Windows 10 32/64bit, Windows 8 32/64bit, Windows 7 32/64bit']",['GTX 1070 FTW2 iCX'],,['2 x 8-Pin'],['SLI Ready'],,['Dual Slot'],"['500W or greater power supply. PCI Express, PCI Express 2.0 or PCI Express 3.0 compliant motherboard with one graphics slot.']",['150W'],,['Yes'],0 reviews
EVGA,GTX 1070,"EVGA GeForce GTX 1070 SC GAMING ACX 3.0 8GB, 08G-P4-6173-KR, GDDR5, LED, DX12 OSD Support (PXOC) Video Graphics Card",,Free Shipping,https://www.newegg.com/evga-geforce-gtx-1070-08g-p4-6173-kr/p/1FT-001K-002S4?Description=GTX,['N/A'],['EVGA'],['1920'],"['10.50"" x 4.38""']",['NVIDIA'],['Double Fans'],['1594 MHz'],['1 x Dual-Link DVI-D'],"['November 13, 2018']",['DirectX 12'],['3 x DisplayPort 1.4'],['Yes'],,['8008 MHz'],,,['GeForce GTX 1070'],['NVIDIA GeForce GTX 10 Series'],['Yes'],['1 x HDMI 2.0b'],['PCI Express 3.0'],,['267 mm'],['7680 x 4320'],['256-Bit'],['8GB'],['GDDR5'],['08G-P4-6173-KR'],['4'],['OpenGL 4.5'],"['Windows 10 32/64bit, Windows 8 32/64bit, Windows 7 32/64bit']",['GTX 1070 SC ACX3.0'],,,['3-Way SLI'],,['Dual Slot'],"['500 Watts or greater power supply. PCI Express, PCI Express 2.0 or PCI Express 3.0 compliant motherboard with one graphics slot.']",['150W'],,['Yes'],0 reviews
EVGA,GTX 1070,"EVGA GeForce GTX 1070 FTW DT GAMING ACX 3.0, 8GB GDDR5, RGB LED, 10CM FAN, 10 Power Phases, DX12, 08G-P4-6274-KR Video Graphics Card",,Free Shipping,https://www.newegg.com/evga-geforce-gtx-1070-08g-p4-6274-kr/p/1FT-001K-00158?Description=GTX,['N/A'],['EVGA'],['1920'],"['10.50"" x 5.06""']",['NVIDIA'],['With Fan'],['1506 MHz'],['1 x Dual-Link DVI-D'],"['November 13, 2018']",['DirectX 12'],['3 x DisplayPort 1.4'],['Yes'],,['8008 MHz'],"['PCI Express 3.0 Support\t  EVGA Double BIOS\t  NVIDIA GameStream Technology\t  NVIDIAG-SYNC Ready\t  OpenGL 4.5 Support\t  Simultaneous Multi-Projection\t  VR Ready\t  NVlDIA Ansel\t  NVIDIA SLI w/HB Bridge Support\t  NVIDIA GPU Boost 3.0\t  Microsoft DirectX 12\t  Vulkan API\t  Max Digital Resolution - 7680x4320\t  HDMI 2.0b, DisplayPort 1.4 and Dual-Link DVI  EVGAACX3.0 Cooling\t  10 Phase Power Design\t  Adjustable RGB LED']",,['GeForce GTX 1070'],['NVIDIA GeForce GTX 10 Series'],,['1 x HDMI 2.0b'],['PCI Express 3.0'],,['267 mm'],['7680 x 4320'],['256-Bit'],['8GB'],['GDDR5'],['08G-P4-6274-KR'],,['OpenGL 4.5'],"['Windows 10 32/64bit, Windows 8 32/64bit, Windows 7 32/64bit']",['GTX 1070 FTW DT ACX3.0'],,['Two available 8-pin or 6+2pin PCI-E power dongles'],['SLI Ready'],,['Dual Slot'],"['500W or greater power supply. PCI Express, PCI Express 2.0 or PCI Express 3.0 com pliant motherboard with one graphics slot.']",['150W'],,['Yes'],0 reviews
EVGA,GTX 1070,"EVGA GeForce GTX 1070 FTW2 Gaming, 8GB GDDR5, iCX Technology - 9 Thermal Sensors & RGB LED G/P/M, Asynch Fan, Optimized Airflow Design Graphics Card 08G-P4-6676-KR",,Free Shipping,https://www.newegg.com/evga-geforce-gtx-1070-08g-p4-6676-kr/p/1FT-001K-003F9?Description=GTX,['1797 MHz'],['EVGA'],['1920'],"['10.50"" x 5.07""']",['NVIDIA'],['Double Fans'],['1607 MHz'],['1 x Dual-Link DVI-D'],"['February 27, 2019']",['DirectX 12'],['3 x DisplayPort 1.4'],['Yes'],,['8008 MHz'],"['EVGA Double BIOS  Simultaneous MultiProjection  VR Ready  NVIDIA Ansel  NVIDIA SLI w/ HB Bridge Support  NVIDIA GSYNC  NVIDIA GameStream  NVIDIA GPU Boost 3.0  Microsoft DirectX 12  Vulkan API  OpenGL 4.6 Support  HDMI 2.0b, DisplayPort 1.4 and Dual-Link DVI  Built for EVGA Precision XOC  10 Phase Power Design  Adjustable RGB LED  Asynchronous Fans  9 additional temp sensors to monitor Memory and VRM  GPU / Memory / PWM Thermal Status Indicator LEDs  New vented heatsink fin design and pin fins for optimized airflow  Safety fuse to protect components from damage due to improper installation or other component failures  Redesigned cooling with Lshaped contact fins to improve contact surface area for better heat dissipation  EVGA iCX Technology']",,['GeForce GTX 1070'],['NVIDIA GeForce GTX 10 Series'],,['1 x HDMI 2.0b'],['PCI Express 3.0'],,['267 mm'],['7680 x 4320'],['256-Bit'],['8GB'],['GDDR5'],['08G-P4-6676-KR'],['4'],['OpenGL 4.6'],"['Windows 10 32/64bit, Windows 8 32/64bit, Windows 7 32/64bit']",,,['2 x 8-Pin'],['SLI Ready'],['08G-P4-6676-KR'],['Dual Slot'],['Minimum of a 500-Watt power supply Two available 8-pin PCI-E power connectors Total Power Draw: 215 Watts'],['150W'],,['Yes'],0 reviews
EVGA,GTX 1070,"EVGA GeForce GTX 1070 FTW GAMING ACX 3.0, 8GB GDDR5, RGB LED, 10CM FAN, 10 Power Phases, Double BIOS, DX12 OSD Support (PXOC) Graphics Card 08G-P4-6276-KR",,Free Shipping,https://www.newegg.com/evga-geforce-gtx-1070-08g-p4-6276-kr/p/1FT-001K-003K7?Description=GTX,['1797 MHz'],['EVGA'],['1920'],,['NVIDIA'],,['1607 MHz'],['1 x Dual-Link DVI-D'],"['August 07, 2019']",['DirectX 12'],['3 x DisplayPort 1.4'],['Yes'],,['8008 MHz'],"['EVGA Double BIOS  Simultaneous Multi-Projection  VR Ready  NVIDIA Ansel  NVIDIA SLI w/ HB Bridge Support  NVIDIA G-SYNC  NVIDIA GameStream  NVIDIA GPU Boost 3.0  Microsoft DirectX 12 API  Vulkan API  OpenGL 4.6 Support  PCI Express 3.0  Max Digital Resolution - 7680x4320  HDMI 2.0b, DisplayPort 1.4 and Dual-Link DVI  Built for EVGA Precision XOC  EVGA ACX 3.0 Cooling  10 Phase Power Design  Adjustable RGB LED']",,['GeForce GTX 1070'],['NVIDIA GeForce GTX 10 Series'],,['1 x HDMI 2.0b'],['PCI Express 3.0'],,,['7680 x 4320'],['256-Bit'],['8GB'],['GDDR5'],['08G-P4-6276-KR'],['4'],['OpenGL 4.6'],"['Windows 10 32/64-bit, Windows 8 32/64-bit, Windows 7 32/64-bit']",,,['2 x 8-Pin'],['SLI Ready'],,,['Minimum of a 500W power supply Two available 8-pin or 6+2-pin PCI-E power dongles Total Power Draw: 215 Watts'],['150W'],,['Yes'],0 reviews
NVIDIA,GTX 1070,"NVIDIA GeForce GTX 1070 8GB GDDR5 Micron Memory Graphics Card, PCI Express 3.0, DirectX 12, OpenGL 4.5, 1683 MHz - OEM",4,Free Shipping,https://www.newegg.com/nvidia-geforce-gtx-1070/p/1FT-0004-001T6?Description=GTX,['1677 MHz'],['NVIDIA'],,,['NVIDIA'],['Single Fan'],['1506 MHz'],['1 x DVI'],"['January 05, 2019']",['DirectX 12'],['3 x DisplayPort'],,['Air Cooler'],,,['Plug-in Card'],['GeForce GTX 1070'],,,['1 x HDMI'],['PCI Express 3.0'],['No'],,['3840 x 2160'],['256-Bit'],['8GB'],['GDDR5'],['GTX 1070'],['4'],,,['GTX 1070'],,['8-Pin'],,['GeForce'],,,['150W'],,['Yes'],0 reviews
PNY,GTX 1070,"PNY GeForce GTX 1070 - XLR8 OC GAMING Edition - graphics card - GF GTX 1070 - 8 GB GDDR5 - PCIe 3.0 x16 - DVI, HDMI, 3 x DisplayPort",,Free Shipping,https://www.newegg.com/p/1FT-000P-000R0?Description=GTX,,,,,,,,,"['February 07, 2020']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 reviews
ZOTAC,GTX 1070,Zotac GeForce GTX 1070 Ti AMP! Extreme ZT-P10710B-10P Video Graphics Card GPU,3,Free Shipping,https://www.newegg.com/zotac-geforce-gtx-1070-ti-gtx-1070-ti-amp-extreme/p/1FT-000M-002A7?Description=GTX,,['ZOTAC'],,,['NVIDIA'],['Triple Fans'],,,"['July 24, 2019']",,,,,,,,['GeForce GTX 1070 Ti'],['NVIDIA GeForce GTX 10 Series'],,,,,,,,['8GB'],,['GTX 1070 Ti AMP! Extreme'],,,,['GTX 1070 Ti AMP Extreme'],,,,,,,['180W'],,,-2
EVGA,GTX 1070,"EVGA GeForce GTX 1070 08G-P4-6276-RX FTW GAMING ACX 3.0, 8GB GDDR5, RGB LED, 10CM FAN, 10 Power Phases, Double BIOS, DX12 OSD Support (PXOC) Graphics Card",5,Free Shipping,https://www.newegg.com/evga-geforce-gtx-1070-08g-p4-6276-kr/p/N82E16814487327?Description=GTX,['1797 MHz'],['EVGA'],['1920'],"['10.50"" x 5.06""']",['NVIDIA'],['Double Fans'],['1607 MHz'],['1 x Dual-Link DVI-D'],"['March 11, 2019']",['DirectX 12'],['3 x DisplayPort 1.4'],['Yes'],,['8008 MHz'],"['EVGA Double BIOSSimultaneous Multi-ProjectionVR ReadyNVIDIA AnselNVIDIA SLI w/ HB Bridge SupportNVIDIA G-SYNCNVIDIA GameStreamNVIDIA GPU Boost 3.0Microsoft DirectX 12Vulkan APIOpenGL 4.5 SupportPCI Express 3.0Max Digital Resolution - 7680 x 4320 HDMI 2.0b, DisplayPort 1.4 and Dual-Link DVIBuilt for EVGA Precision XOCEVGA ACX 3.0 Cooling10 Phase Power DesignAdjustable RGB LED']",,['GeForce GTX 1070'],['NVIDIA GeForce GTX 10 Series'],['Yes'],['1 x HDMI 2.0b'],['PCI Express 3.0'],,['267 mm'],['7680 x 4320'],['256-Bit'],['8GB'],['GDDR5'],['08G-P4-6276-KR'],['4'],['OpenGL 4.5'],"['Windows 10 32/64bit, Windows 8 32/64bit, Windows 7 32/64bit']",,,['2 x 8-Pin'],['2-Way SLI'],,['Dual Slot'],"['500W or greater power supply.PCI Express, PCI Express 2.0 or PCI Express 3.0 compliant motherboard with one graphics slot.']",['150W'],,['Yes'],-20
ASUS,GTX 1070,ASUS GeForce GTX 1070 Geforce Gtx 1070 Video Card,,Free Shipping,https://www.newegg.com/asus-geforce-gtx-1070/p/N82E16814126195?Description=GTX,,['ASUS'],,,['NVIDIA'],,,,"['November 06, 2018']",,,,,,,,['GeForce GTX 1070'],['NVIDIA GeForce GTX 10 Series'],,,,,,,,,,['Geforce Gtx 1070'],,,,,,,,,,,['150W'],,,0 reviews
MSI,GTX 1070,MSI GeForce GTX 1070 Ti DirectX 12 GTX 1070 Ti AERO 8G 8GB 256-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready SLI Support ATX Video Card,,Free Shipping,https://www.newegg.com/msi-geforce-gtx-1070-ti-gtx-1070-ti-aero-8g/p/1FT-0009-004R7?Description=GTX,['1683 MHz'],['MSI'],['2432'],,['NVIDIA'],,['1607 MHz'],['1 x DL-DVI-D'],"['August 07, 2020']",['DirectX 12'],['3 x DisplayPort'],,,['8008 MHz'],,,['GeForce GTX 1070 Ti'],['NVIDIA GeForce GTX 10 Series'],,['1 x HDMI'],['PCI Express 3.0 x16'],,,,['256-Bit'],['8GB'],['GDDR5'],['GTX 1070 Ti AERO 8G'],['4'],['OpenGL 4.5'],,,,,,,,,,,,0 reviews
EVGA,GTX 1070,EVGA GeForce GTX 1070 8GB ACX 3 Black Edition LED GDDR5 Video Graphics Card GPU,,Free Shipping,https://www.newegg.com/evga-geforce-gtx-1070-08g-p4-5171-kr/p/1FT-001K-00722?Description=GTX,,['EVGA'],,,['NVIDIA'],['Double Fans'],,,"['September 14, 2020']",,,,['Air Cooler'],,,,['GeForce GTX 1070'],['NVIDIA GeForce GTX 10 Series'],,,['PCI Express 3.0 x16'],,,,,['8GB'],,['08G-P4-5171-KR'],,,,['GTX 1070 ACX3.0 Black Edition'],,,['SLI Ready'],['ACX 3 Black Edition'],,,['150W'],,['Yes'],291 (90% Positive)
ASUS,GTX 1070,ASUS ROG GeForce GTX 1070 Ti STRIX-GTX1070TI-8G-GAMING 8GB 256-Bit GDDR5 PCI Express 3.0 HDCP Ready Video Card,2,$45.00 Shipping,https://www.newegg.com/asus-geforce-gtx-1070-ti-strix-gtx1070ti-8g-gaming/p/N82E16814126224?Description=GTX,['1721 MHzGaming Mode (Default): 1683 MHz'],['ASUS'],,,['NVIDIA'],['Triple Fans'],,['1 x DVI-D'],"['October 07, 2020']",,['2 x DisplayPort'],,,,"['1683 MHz Boost Clock featuring 8GB GDDR5 256-bit memory and 2432 CUDA cores powered by NVIDIA PascalASUS Aura Sync RGB lighting on the shroud and backplate provides a nearly endless spectrum of colors with the ability to synchronize effects across an ever-expanding ecosystem of Aura Sync enabled productsMaxContact plus Auto-extreme manufacturing technology delivers 2X more GPU to heatsink contact for increased cooling efficiency with premium quality aerospace-grade Super Alloy Power II componentsPatented wing-blade 0dB fans with FanConnect II optimizes cooling performance using three axial fans to maximize airflow and two 4-pin headers for targeted system cooling GPU Tweak II makes monitoring performance and streaming easier than ever, featuring Game Booster and a free 1-year premium license of XSplit Gamecaster']",,['GeForce GTX 1070 Ti'],['NVIDIA GeForce GTX 10 Series'],['Yes'],['2 x HDMI 2.0'],['PCI Express 3.0'],,,,['256-Bit'],['8GB'],['GDDR5'],['STRIX-GTX1070TI-8G-GAMING'],,['OpenGL 4.5'],,,,['8-Pin'],,['ROG'],['2.5-slot'],,['180W'],,['Yes'],0 reviews
MSI,GTX 1070,MSI GeForce GTX 1070 GAMING X 8GB Graphics Card DirectX12 & VR Ready 4K GPU,,Free Shipping,https://www.newegg.com/msi-geforce-gtx-1070-gtx-1070-gaming-x-8gb/p/1FT-0009-004B3?Description=GTX,,['MSI'],,,['NVIDIA'],['Double Fans'],,,"['August 10, 2020']",,,,['Air Cooler'],,,,['GeForce GTX 1070'],['NVIDIA GeForce GTX 10 Series'],,,,,,,,['8GB'],,['GTX 1070 GAMING X 8GB'],,,,['GTX 1070 GAMING X 8G'],,,,['GAMING X'],,,['150W'],,,0 reviews
GIGABYTE,GTX 1070,Gigabyte GeForce GTX 1070 8GB Mini GDDR5 GV-N1070IXOC-8GD Video Card GPU,,Free Shipping,https://www.newegg.com/p/1FT-000A-000S1?Description=GTX,,['GIGABYTE'],,,['NVIDIA'],['Single Fan'],,,"['June 04, 2020']",,,,,,,,['GeForce GTX 1070'],,,,,,,,,['8GB'],,,,,,,,,,,,,['150W'],,,0 reviews
ZOTAC,GTX 1070,(use)d  Zotac GeForce GTX 1070 8GB Mini,,Free Shipping,https://www.newegg.com/p/1FT-000M-002D1?Description=GTX,,['Zotac'],,,['NVIDIA GeForce GTX 1070'],['With Fan'],,,"['December 25, 2019']",,,,,,,,,,,,,,,,,['8GB'],,,,,,,,,,['Compatible Slot:\tPCI Express 3.0 x16'],,,,,,291 (90% Positive)
EVGA,GTX 1070,"EVGA GeForce GTX 1070, 8GB GDDR5, DX12 OSD Support (PXOC) Graphics Card",,Free Shipping,https://www.newegg.com/p/1FT-001K-00124?Description=GTX,,['EVGA'],,,,,,,"['April 29, 2020']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 reviews
EVGA,GTX 1070,EVGA 08G-P4-6173-KR GeForce GTX 1070 SC GAMING ACX 3.0 8GB GDDR5 Graphics Card,,Free Shipping,https://www.newegg.com/evga-geforce-gtx-1070-08g-p4-6173-kr/p/1FT-001K-006V4?Description=GTX,['1784 MHz'],['EVGA'],['1920'],"['10.50"" x 4.38""']",['NVIDIA'],['Double Fans'],['1594 MHz'],['1 x DVI'],"['November 11, 2019']",['DirectX 12'],['3 x DisplayPort 1.4'],['Yes'],,['8008 MHz'],,,['GeForce GTX 1070'],['NVIDIA GeForce GTX 10 Series'],['Yes'],['2 x HDMI 2.0b'],['PCI Express 3.0'],,['267 mm'],['7680 x 4320'],['256-Bit'],['8GB'],['GDDR5'],['08G-P4-6173-KR'],['4'],['OpenGL 4.5'],"['Windows 10 32/64bit, Windows 8 32/64bit, Windows 7 32/64bit']",['GTX 1070 SC ACX3.0'],,,['2-Way SLI'],,['Dual Slot'],"['500 Watts or greater power supply. PCI Express, PCI Express 2.0 or PCI Express 3.0 compliant motherboard with one graphics slot.']",['150W'],,['Yes'],0 reviews
EVGA,GTX 1070,"EVGA GeForce GTX 1070 SC GAMING ACX 3.0 Black Edition, 08G-P4-5173-KR, 8GB GDDR5, LED, DX12 OSD Support (PXOC)",,Free Shipping,https://www.newegg.com/evga-geforce-gtx-1070-08g-p4-5173-kr/p/1FT-001K-00721?Description=GTX,['1784 MHz'],['EVGA'],['1920'],"['10.50"" x 4.38""']",['NVIDIA'],['Double Fans'],['1594 MHz'],['1 x DVI'],"['June 30, 2020']",['DirectX 12'],['3 x DisplayPort 1.4'],['Yes'],,['8008 MHz'],,,['GeForce GTX 1070'],['NVIDIA GeForce GTX 10 Series'],,['1 x HDMI 2.0b'],['PCI Express 3.0 x16'],,['267 mm'],['7680 x 4320'],['256-Bit'],['8GB'],['GDDR5'],['08G-P4-5173-KR'],['4'],['OpenGL 4.5'],"['Windows 10 32/64bit, Windows 8 32/64bit, Windows 7 32/64bit']",['GTX 1070 SC ACX3.0 Black Edition'],,['8-Pin'],['SLI Ready'],,['Dual Slot'],['500W or greater power supply.'],['150W'],,['Yes'],0 reviews
EVGA,GTX 1070,EVGA GeForce GTX 1070 DirectX 12 08G-P4-6171-KR 8GB 256-Bit GDDR5 PCI Express 3.0 x16 SLI Support Gaming ACX 3.0 Video Card,,Free Shipping,https://www.newegg.com/evga-geforce-gtx-1070-08g-p4-6171-kr/p/N82E16814487310?Description=GTX,['1683 MHz'],['EVGA'],['1920'],"['10.50"" x 4.38""']",['NVIDIA'],['ACX 3.0'],['1506 MHz'],['1 x DVI-D'],"['April 29, 2020']",['DirectX 12'],['3 x DisplayPort'],['Yes'],,['8008 MHz'],"['LED Logo: Yes (White)Simultaneous Multi-ProjectionVR ReadyNVIDIA AnselNVIDIA SLI w/ HB Bridge SupportNVIDIA G-SYNCNVIDIA GameStreamNVIDIA GPU Boost 3.0Microsoft DirectX 12Vulkan APIOpenGL 4.5 SupportPCI Express 3.0Max Digital Resolution - 7680 x 4320HDMI 2.0b, DisplayPort 1.4 and Dual-Link DVIBuilt for EVGA Precision XOCEVGA ACX 3.0 Cooling']",,['GeForce GTX 1070'],['NVIDIA GeForce GTX 10 Series'],,['1 x HDMI'],['PCI Express 3.0 x16'],,,['7680 x 4320'],['256-Bit'],['8GB'],['GDDR5'],['08G-P4-6171-KR'],['4'],['OpenGL 4.5'],['Windows 10 32/64bitWindows 8 32/64bitWindows 7 32/64bit'],,,['8-Pin'],['NVIDIA SLI w/ HB Bridge Support'],,['Dual Slot'],['Minimum of a 500 Watt power supply.An available 8-pin PCI-E power connectorTotal Power Draw: 150 Watts'],['150W'],,['Yes'],0 reviews
PNY,GTX 1070,PNY GeForce GTX 1070 DirectX 12 VCGGTX10708PB 8GB 256-Bit GDDR5 PCI Express 3.0 x16 SLI Support Video Card,,Free Shipping,https://www.newegg.com/pny-geforce-gtx-1070-vcggtx10708pb/p/1FT-000P-003N3?Description=GTX,['1683 MHz'],['PNY'],['1920'],"['11.02"" × 4.96""']",['NVIDIA'],['Single Fan'],['1506 MHz'],['1 x DVI'],"['September 14, 2020']",['DirectX 12'],['3 x DisplayPort 1.4'],['Yes'],,['8 GBPS'],,,['GeForce GTX 1070'],['NVIDIA GeForce GTX 10 Series'],,['1 x HDMI 2.0b'],['PCI Express 3.0 x16'],,['280 mm'],['7680 x 4320'],['256-Bit'],['8GB'],['GDDR5'],['VCGGTX10708PB'],,['OpenGL 4.5'],,,,['8-Pin'],['SLI Ready'],,['Dual Slot'],['Minimum 500 W or greater system power supply. One 8-pin PCI Express supplementary power connector'],['150W'],,['Yes'],29 (90% Positive)
