3D VISION Game Ready ,Boost Clock ,Brand ,CUDA Cores ,Card Dimensions (L x H) ,Chipset Manufacturer ,Cooler ,Core Clock ,DVI ,Date First Available ,DirectX ,DisplayPort ,Dual-Link DVI Supported ,Edition ,Effective Memory Clock ,Features ,Form Factor ,GPU ,GPU Series ,HDCP Ready ,HDMI ,Interface ,Mac Edition ,Max GPU Length ,Max Resolution ,Memory Interface ,Memory Size ,Memory Type ,Model ,Multi-Monitor Support ,OpenGL ,Operating Systems Supported ,Option ,Package Contents ,Power Connector ,RAMDAC ,SLI Support ,Series ,Shader Clock ,Slot Width ,Stream Processors ,System Requirements ,Thermal Design Power ,Virtual Reality Ready ,review_numbers
,['1683 MHz (OC Mode) 1657 MHz (Gaming Mode) 1582 MHz (Silent Mode)'],['MSI'],['3584'],,['NVIDIA'],['Double Fans'],['1569 MHz (OC Mode) 1544 MHz (Gaming Mode) 1480 MHz (Silent Mode)'],['1 x DVI'],"['December 21, 2018']",['DirectX 12'],['2 x DisplayPort 1.4'],,,['11124 MHz (OC Mode) 11016 MHz (Gaming / Silent )'],"['The Ultimate GAMING: TWIN FROZR VI - Smooth Heat Pipes: Squared shape at bottom maximize heat transfer from the copper base plate. - Zero Frozr: Stopping the fan in low-load situations, keeping a noise-free environment. - Airflow Control: Technology Deflectors thrusts air onto heat pipes for lower temperatures and better gaming.  TORX FAN 2.0: Supremely silent - Dispersion fan blade: Steeper curved blade accelerating the airflow. - Traditional fan blade: Provides steady airflow to massive heat sink below. - Double ball bearing: Strong and lasting core for years of smooth gaming.  Gaming App - Instant Performance Gain: Unlock extra performance or keep your card silent during light use in one click. - LED control: Full control on your RGB GAMING LEDs to set the mood.  2.5-Slot Width']",,['GeForce GTX 1080 Ti'],['NVIDIA GeForce GTX 10 Series'],,['2 x HDMI 2.0'],['PCI Express 3.0 x16'],,,,['352-Bit'],['11GB'],['GDDR5X'],['GeForce GTX 1080 Ti GAMING X 11G'],['2'],['OpenGL 4.5'],,,,,,,['GeForce GTX 1080 Ti GAMING X 11G'],,,,['Power consumption: 250W Recommended PSU: 600W'],['250W'],,0 reviews
,['1847 MHz (OC Mode) 1822 MHz (Gaming Mode) 1733 MHz (Silent Mode)'],['MSI'],['2560'],,['NVIDIA'],['Double Fans'],['1708 MHz (OC Mode) 1683 MHz (Gaming Mode) 1607 MHz (Silent Mode)'],,"['December 21, 2018']",['DirectX 12'],['3 x DisplayPort 1.4'],,,['10108 MHz (OC Mode) 10010 MHz (Gaming Mode) 10010 MHz (Silent Mode)'],"['The Ultimate GAMING: TWIN FROZR VI  - Smooth Heat Pipes Squared shape at bottommaximize heat transfer from the copper base plate. - Zero Frozr Stopping the fan in low-load situations, keeping a noise-free environment. - Airflow Control Technology Deflectors thrusts air onto heat pipes for lower temperatures and better gaming.  TORX FAN 2.0: Supremely silent  - Dispersion fan blade Steeper curved blade accelerating the airflow. - Traditional fan blade Provides steady airflow to massive heatsink below. - Double ball bearing Strong and lasting core for years of smooth gaming.  Gaming App  - Instant Performance Gain Unlock extra performance or keep your card silent during light use in one click. - LED control Full control on your RGB GAMING LEDs to set the mood. - Mobile APP Control your graphics card from your phone.']",,['GeForce GTX 1080'],['NVIDIA GeForce GTX 10 Series'],,['1 x HDMI 2.0'],['PCI Express 3.0 x16'],,,['7680 x 4320'],['256-Bit'],['8GB'],['GDDR5X'],['GTX 1080 GAMING X 8G'],['4'],['OpenGL 4.5'],,['GTX 1080 GAMING X 8G'],,,,['2-Way SLI'],,,,,['Power consumption: 180W Recommended Power Supply: 500W'],['180W'],['Yes'],0 reviews
,['1847 MHz (OC Mode) 1822 MHz (Gaming Mode) 1733 MHz (Silent Mode)'],['MSI'],['2560'],,['NVIDIA'],['Double Fans'],['1708 MHz (OC Mode) 1683 MHz (Gaming Mode) 1607 MHz (Silent Mode)'],['1 x DVI'],"['December 20, 2018']",['DirectX 12'],['3 x DisplayPort 1.4'],['Yes'],,['10108 MHz (OC Mode) 10010 MHz (Gaming Mode) 10010 MHz (Silent Mode)'],"['The Ultimate GAMING: TWIN FROZR VI  - Smooth Heat Pipes Squared shape at bottommaximize heat transfer from the copper base plate. - Zero Frozr Stopping the fan in low-load situations, keeping a noise-free environment. - Airflow Control Technology Deflectors thrusts air onto heat pipes for lower temperatures and better gaming.  TORX FAN 2.0: Supremely silent  - Dispersion fan blade Steeper curved blade accelerating the airflow. - Traditional fan blade Provides steady airflow to massive heatsink below. - Double ball bearing Strong and lasting core for years of smooth gaming.  Gaming App  - Instant Performance Gain Unlock extra performance or keep your card silent during light use in one click. - LED control Full control on your RGB GAMING LEDs to set the mood. - Mobile APP Control your graphics card from your phone.']",,['GeForce GTX 1080'],['NVIDIA GeForce GTX 10 Series'],,['1 x HDMI 2.0'],['PCI Express 3.0 x16'],,,['7680 x 4320'],['256-Bit'],['8GB'],['GDDR5X'],['GTX 1080 GAMING X 8G'],['4'],['OpenGL 4.5'],,,,"['1 x 6-pin, 1 x 8-pin']",,['2-Way SLI'],,,,,['Power consumption: 180W Recommended Power Supply: 500W'],['180W'],['Yes'],0 reviews
,['1683 MHz'],['EVGA'],['3584'],"['11.80"" x 5.62""']",['NVIDIA'],['Triple Fans'],['1569 MHz'],['1 x Dual-Link DVI'],"['January 17, 2019']",['DirectX 12'],['3 x DisplayPort 1.4'],['Yes'],,['11016 MHz'],"[""EVGA's first ever 3 fan design for optimal cooling.With EVGA's new iCX technology, users can have a better understanding of their cards operation. This includes temperature monitoring on key components (not just GPU), interaction with other devices and better cooling with asynchronous fan control providing better overclocking capabilities.Peace of Mind Gaming- 9 additional temp sensors to monitor memory and PWN- Asynchronous Fan Control improves cooling efficiency while reducing fan noise- Full control with EVGA Precision XOC- Safety fuse to protect components from damage due to improper installation or other component failures- Redesigned cooling with L-shaped contact fins to imrpove contact surface area for better heat dissipation- New vented heatsink fin design and pin fins for optimized airflow- GPU / Memory / PWM Thermal Status Indicator LEDs- Adjustable RGB LED""]",,['GeForce GTX 1080 Ti'],['NVIDIA GeForce GTX 10 Series'],['Yes'],['1 x HDMI 2.0b'],['PCI Express 3.0'],,['300 mm'],['7680 x 4320'],['352-Bit'],['11GB'],['GDDR5X'],['11G-P4-6796-K2'],['4'],['OpenGL 4.5'],"['Windows 10 32/64-bit, Windows 8 32/64-bit, Windows 7 32/64-bit']",,,['2 x 8-Pin\xa0or 2 x 6+2-Pin'],,['2-Way SLI'],,,['Dual Slot'],,"['600W or greater power supply.PCI Express, PCI Express 2.0 or PCI Express 3.0 compliant motherboard with one graphics slot.']",['250W'],['Yes'],(7)
,['1645 MHz'],['PNY'],['3584'],"['12.36"" x 4.96""']",['NVIDIA'],['Triple Fans'],['1531 MHz'],,"['December 18, 2018']",['DirectX 12'],['3 x DisplayPort 1.4'],,,['11 Gbps'],['Simultaneous Multi-ProjectionVR ReadyNVIDIA Ansel SupportNVIDIA SLI w/ HB Bridge SupportNVIDIA G-SYNCNVIDIA GameStreamNVIDIA GPU Boost 3.0Microsoft DirectX 12 SupportVulkan API SupportOpen GL 4.5 SupportPCI Express 3.0Max Digital Resolution - 7680 x 4320 @ 60HzDisplay Connectors- 3 x DP 1.4- HDMI 2.0b'],,['GeForce GTX 1080 Ti'],['NVIDIA GeForce GTX 10 Series'],,['1 x HDMI 2.0b'],['PCI Express 3.0 x16'],,['314 mm'],['7680 x 4320'],['352-Bit'],['11GB'],['GDDR5X'],['VCGGTX1080T11XGPB-OC'],['Yes'],['OpenGL 4.5'],,,,['1 x 6-Pin1 x 8-Pin'],,['SLI Ready'],['XLR8'],,['Dual Slot'],,"['TDP: 250WPCI Express-compliant motherboard with one dual-width x16 graphics slotMinimum 600W or greater system power supply300MB of available hard-disk space8GB system memory (16GB or higher recommended)Windows 7-10, Linux, FreeBSDx86Internet connection']",['250W'],['Yes'],(4)
,,['PNY'],,,['NVIDIA'],['Single Fan'],,,"['January 08, 2019']",['DirectX 12OpenGL 4.5Vulkan'],['3'],,,,['DisplayPort:Yes'],['Plug-in Card'],['GTX 1080 Ti'],,,['1 x HDMI'],['PCI Express 3.0 x16'],,,,['352 bit'],['11 GB'],['GDDR5X'],['VCGGTX1080T11PB-CG'],,['DirectX 12OpenGL 4.5Vulkan'],,,['GeForce GTX 1080 Ti Blower Edition Graphics Card Quick Installation Guide 1 x PCIe 8-pin Power Adapter DisplayPort to DVI Adapter'],,,['SLI Ready'],,,,,,,,(3)
,['1860 MHz'],['EVGA'],['2560'],"['10.50"" x 5.94""']",['NVIDIA'],['Dual Fan ACX 3.0 Cooler'],['1721 MHz'],['1 x Dual Link DVI-D'],"['November 08, 2018']",['DirectX 12'],['3 x DisplayPort 1.4'],['Yes'],,['10000 MHz'],"[""Built on Pascal - The EVGA GeForce GTX 1080 CLASSIFIED features the most advanced GPU architecture ever made, designed to be the engine of next generation gaming.Quiet Cooling - The ACX 3.0 cooler is designed to bring down the temps and keep noise in check all while lowering power consumption unlocking more power for the GPU. This version for the CLASSIFIED is equipped with larger 10 CM fans.VR Ready - The door to virtual reality gaming is now open.  Along with it, support for all the latest technologies: NVIDIA Ansel, NVIDIA SMP, GPU Boost 3.0, DirectX 12 and Vulcan API.Support that Never Rests - EVGA's Free 24/7 US-based technical support is there for you when you need it.""]",,['EVGA GeForce GTX 1080 CLASSIFIED GAMING ACX 3.0'],['NVIDIA GeForce GTX 10 Series'],['Yes'],['1 x HDMI 2.0b'],['PCI Express 3.0'],,,['7680 x 4320'],['256-Bit'],['8GB'],['GDDR5X'],['08G-P4-6386-KR'],['4'],['OpenGL 4.5'],"['Windows 10 32/64bit, Windows 8 32/64bit, Windows 7 32/64bit']",,,['2 x 8-Pin'],,['SLI Ready'],,,['Dual Slot'],,['Minimum of a 500W power supply.Two (2) available 8-pin PCI-E power connectors'],['180W'],['Yes'],(2)
,['1582 MHz'],['PNY'],['3584'],"['10.51"" x 4.41""']",['NVIDIA'],['Single Fan'],,,"['November 09, 2018']",['DirectX 12'],['3 x DisplayPort 1.4'],,,,"[""The GeForce GTX 1080 Ti is NVIDIA's new flagship gaming GPU, based on the NVIDIA Pascal architecture. The latest addition to the ultimate gaming platform, this card is packed with extreme gaming horsepower, next-gen 11 GbpsGDDR5X memory, and a massive 11 GB frame buffer. #GameReadyDiscover unrivaled gaming, powered by NVIDIA Pascal - the world's most advanced GPU architecture. GeForce GTX 1080 Ti features massive gaming horsepower with 3584 NVIDIA  CUDA cores and 12 billion transistors. This means you can count on up to 3X the performance of previous-generation graphics cards, plus breakthrough gaming technologies and VR experiences.""]",,['GeForce GTX 1080 Ti'],['NVIDIA GeForce GTX 10 Series'],,['1 x HDMI 2.0b'],['PCI Express 3.0 x16'],,['267 mm'],['7680 x 4320'],['352-Bit'],['11GB'],['GDDR5X'],['VCGGTX1080T11PB-CG2'],['Yes'],['OpenGL 4.5'],,,,"['1 x 6-pin, 1 x 8-pin']",,,,,['Dual Slot'],,['Power: 250W'],['250W'],,(10)
,['1620 MHz'],['PNY'],['3584'],"['10.51"" x 4.41""']",['NVIDIA'],['Single Fan'],['1506 MHz'],,"['November 09, 2018']",['DirectX 12'],['3 x DisplayPort 1.4'],,,['11 Gbps'],['Simultaneous Multi-ProjectionVR ReadyNVIDIA Ansel SupportNVIDIA SLI w/ HB Bridge SupportNVIDIA G-SYNCNVIDIA GameStreamNVIDIA GPU Boost 3.0Microsoft DirectX 12 SupportVulkan API SupportOpen GL 4.5 SupportPCI Express 3.0Max Digital Resolution - 7680x4320@60Hz*Display Connectors(3x) DP 1.4(1x) HDMI 2.0b*7680x4320 @60Hz RGB 8-bit with dual DisplayPort connectors or 7680x4320 @60Hz YUV420 8-bit with DisplayPort 1.3 connector.'],,['GeForce GTX 1080 Ti'],['NVIDIA GeForce GTX 10 Series'],,['1 x HDMI 2.0b'],['PCI Express 3.0 x16'],,['267 mm'],['7680 x 4320'],['352-Bit'],['11GB'],['GDDR5X'],['VCGGTX1080T11PB-OC2'],['Yes'],,,,['GeForce GTX 1080 Ti Gaming Overclocked Blower Edition Graphics CardQuick Installation GuideOne PCIe 8-pin power adapterDisplayPort to DVI Adapter'],['6-Pin / 8-Pin'],,['SLI HB Bridge Supported'],['XLR8'],,['Dual Slot'],,"['TDP: 250WPCI Express-compliant motherboard with one dual-width x16 graphics slotOne 6-pin, One 8-pin PCI Express supplementary power connectorsMinimum 600W or greater system power supply*300MB of available hard-disk space8GB system memory (16GB or higher recommended)Windows 7-10, Linux, FreeBSDx86Internet connection***Recommendation is made based on PC configured with an Intel Core i7 3.2 GHz processor. Pre-built system may require less power depending on system configuration.**Graphics Card driver is not included in the box; GeForce Experience will download the latest GeForce driver from the Internet after install.']",['250W'],['Yes'],(1)
,,,,,,,,,"['November 30, 2018']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 reviews
,,,,,,,,,"['November 05, 2018']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 reviews
,,,,,,,,,"['February 18, 2020']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 reviews
,['1582 MHz'],['NVIDIA'],['3584'],,['NVIDIA'],,,,"['October 26, 2018']",,,,,,,,,,,,,,,,,['11GB'],,,,,,,,,,,['Nvidia GTX1080 Ti Founders Edition card'],,,,,,,0 reviews
,['1.71 GHz'],['ROG'],,,['NVIDIA'],,['1.59 GHz'],['Yes'],"['November 09, 2018']",,['Yes'],,,,,['Plug-in Card'],['GTX 1080 Ti'],,,['Yes'],,,,,['352-Bit'],['11GB'],['GDDR5X'],,,['OpenGL'],,['ROG-STRIX-GTX1080TI-O11G-GAMING'],,,,,['GTX 10'],,,,,,,0 reviews
,['1860 MHz'],['EVGA'],['2560'],"['10.50"" x 5.06""']",['NVIDIA'],['Hybrid Cooler'],['1721 MHz'],['1 x Dual-Link DVI-D'],"['February 22, 2019']",['DirectX 12'],['3 x DisplayPort 1.4'],['Yes'],,['10000 MHz'],,,['GeForce GTX 1080'],['NVIDIA GeForce GTX 10 Series'],['Yes'],['1 x HDMI 2.0b'],['PCI Express 3.0'],,['267 mm'],['7680 x 4320'],['256-Bit'],['8GB'],['GDDR5X'],['08G-P4-6288-KR'],['4'],['OpenGL 4.6'],"['Windows 10 32/64bit, Windows 8 32/64bit, Windows 7 32/64bit']",,,['Two available 8-pin or 6+2pin PCI-E power dongles'],,['SLI Ready'],,,['Dual Slot'],,['Minimum of a 500-Watt power supply Two available 8-pin or 6+2-pin PCI-E power dongles Total Power Draw: 215 Watts'],['180W'],['Yes'],0 reviews
,,,,,,,,,"['February 21, 2020']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 reviews
,,,,,,,,,"['January 09, 2019']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 reviews
,,,,,,,,,"['November 21, 2019']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 reviews
,,,,,,,,,"['February 21, 2020']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 reviews
,,['EVGA'],['2560'],,['NVIDIA'],,,,"['November 05, 2018']",['DirectX 12'],['3 x DisplayPort'],,,,,,,,,,['PCI Express 3.0'],,,,['256-Bit'],['8GB'],['GDDR5'],,['Yes'],['OpenGL 4.5'],,,,,,,,,['Dual Slot'],,,,['Yes'],0 reviews
,,,,,,,,,"['July 18, 2019']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 reviews
,,,,,,,,,"['October 30, 2018']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 reviews
,,,,,,,,,"['November 09, 2018']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 reviews
,,['ZT-P10810B-10B'],,,,,,,"['December 27, 2018']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 reviews
,,,,,,,,,"['March 04, 2020']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 reviews
,['1848 MHz'],['PNY'],['2560'],,['NVIDIA'],['Triple Fans'],['1708 MHz'],,"['March 11, 2019']",['DirectX 12'],['3 x DisplayPort 1.4'],,,,['Factory Overclocked  PNY Silent XLR8 Triple Cooler  Simultaneous Multi-Projection  VR Ready  NVIDIA Ansel Support  NVIDIA SLI w/ HB Bridge Support  NVIDIA G-SYNC  NVIDIA GameStream  NVIDIA GPU Boost 3.0  Microsoft DirectX 12 Support  Vulkan API Support  Open GL 4.5 Support  PCI Express 3.0  Max Digital Resolution - 7680x4320 @ 60Hz* 3 x DisplayPort 1.4 HDMI 2.0b DL-DVI * 7680x4320 @ 60Hz RGB8-bit with dual DisplayPort connectors or 7680x4320 @ 60Hz YUV420 8-bit with DisplayPort 1.3 connector.'],,['GeForce GTX 1080'],['NVIDIA GeForce GTX 10 Series'],,['1 x HDMI 2.0b'],['PCI Express 3.0 x16'],,,['7680 x 4320'],['256-Bit'],['8GB'],['GDDR5X'],['VCGGTX10808XGPB-OC'],,['OpenGL 4.5'],,,,,,['SLI HB Bridge Supported'],['GeForce GTX 1080'],,,,,['180W'],,0 reviews
,['1670 MHz'],['EVGA'],['3584'],,['NVIDIA'],['Double Fans'],['1556 MHz'],['1 x Dual-Link DVI-D'],"['December 07, 2018']",['DirectX 12'],['3 x DisplayPort 1.4'],['Yes'],,['11000 MHz'],"['Simultaneous Multi-Projection  VR Ready  NVIDIA Ansel  NVIDIA SLI w/ HB Bridge Support  NVIDIA G-SYNC  NVIDIA GameStream  NVIDIA GPU Boost 3.0  Microsoft DirectX 12  Vulkan API  OpenGL 4.5 Support  PCI Express 3.0  Max Digital Resolution - 7680 x 4320  HDMI 2.0b, DisplayPort 1.4 and Dual-Link DVI  Built for EVGA Precision XOC  iCX Cooling  New vented heatsink fin design and pin fins for optimized airflow  Redesigned cooling with L-shaped contact fins to improve contact surface area for better heat dissipation']",,['GeForce GTX 1080 Ti'],['NVIDIA GeForce GTX 10 Series'],['Yes'],['1 x HDMI 2.0b'],['PCI Express 3.0'],,,['7680 x 4320'],['352-Bit'],['11GB'],['GDDR5X'],['11G-P4-6393-KR'],['4'],['OpenGL 4.5'],"['Windows 10 32/64bit, Windows 8 32/64bit, Windows 7 32/64bit']",,,['1 x 6-Pin 1 x 8-Pin'],,['2-Way SLI'],,,,,"['600 Watts or greater power supply. PCI Express, PCI Express 2.0 or PCI Express 3.0 compliant motherboard with one graphics slot.']",['250W'],['Yes'],0 reviews
,['1.58 GHz'],['ASUS'],,,['NVIDIA'],,['1.48 GHz'],,"['November 09, 2018']",,['Yes'],,,,,['Plug-in Card'],['GTX 1080 Ti'],,,['Yes'],,,,,['352-Bit'],['11GB'],['GDDR5X'],,,['OpenGL'],,['TURBO-GTX1080TI-11G'],,,,,['GTX 10'],,,,,,,0 reviews
,,['EVGA'],,,['NVIDIA'],,,,"['December 26, 2018']",,,,,,,,,,,,,,,,,['11GB'],,,,,,,,,,,,,,,,,,0 reviews
,['1632 MHz'],['ASUS'],,,,['Triple Fans'],,,"['November 09, 2018']",,,,,,,,,,,,,,,,,['11GB'],,,,,,['ROG-STRIX-GTX1080TI-11G-GAMING'],,,,,,,,,,,,0 reviews
,['N/A'],['EVGA'],['2560'],"['10.50"" x 4.38""']",['NVIDIA'],['Double Fans'],['1607 MHz'],['1 x Dual-Link DVI-D'],"['June 24, 2019']",['DirectX 12'],['3 x DisplayPort 1.4'],['Yes'],,['10000 MHz'],"['Simultaneous Multi-Projection  VR Ready  NVIDIA Ansel  NVIDIA SLI w/ HB Bridge Support  NVIDIA G-SYNC  NVIDIA GameStream  NVIDIA GPU Boost 3.0  Microsoft DirectX 12  Vulkan API  OpenGL 4.5 Support  PCI Express 3.0  Max Digital Resolution - 7680 x 4320  HDMI 2.0b, DisplayPort 1.4 and Dual-Link DVI  Built for EVGA Precision XOC']",,['GeForce GTX 1080'],['NVIDIA GeForce GTX 10 Series'],,['1 x HDMI 2.0b'],['PCI Express 3.0'],,['267 mm'],['7680 x 4320'],['256-Bit'],['8GB'],['GDDR5X'],['08G-P4-5180-KR'],['4'],['OpenGL 4.5'],"['Windows 10 32/64bit, Windows 8 32/64bit, Windows 7 32/64bit']",['GTX 1080 Blower'],,['8-Pin'],,['SLI Ready'],,,['Dual Slot'],,"['500W or greater power supply. PCI Express, PCI Express 2.0 or PCI Express 3.0 compliant motherboard with one graphics slot.']",['180W'],['Yes'],0 reviews
,['1860 MHz'],['EVGA'],['2560'],"['10.50"" x 5.06""']",['NVIDIA'],['Double Fans'],['1721 MHz'],['1 x Dual-Link DVI-D'],"['November 05, 2018']",['DirectX 12'],['3 x DisplayPort 1.4'],['Yes'],,['10000 MHz'],"['EVGA Double BIOSSimultaneous Multi-ProjectionVR ReadyNVIDIA AnselNVIDIA SLI w/ HB Bridge SupportNVIDIA G-SYNCNVIDIA GameStreamNVIDIA GPU Boost 3.0Microsoft DirectX 12Vulkan APIOpenGL 4.5 SupportPCI Express 3.0Max Digital Resolution - 7680 x 4320HDMI 2.0b, DisplayPort 1.4 and Dual-Link DVIBuilt for EVGA Precision XOCEVGA ACX 3.0 Cooling10 Phase Power DesignAdjustable RGB LED']",,['GeForce GTX 1080'],['NVIDIA GeForce GTX 10 Series'],,['1 x HDMI 2.0b'],['PCI Express 3.0'],,,['7680 x 4320'],['256-Bit'],['8GB'],['GDDR5X'],['08G-P4-6286-KR'],['4'],['OpenGL 4.5'],"['Windows 10 32/64bit, Windows 8 32/64bit, Windows 7 32/64bit']",,,['8-Pin'],,,,,['Dual Slot'],,['Minimum of a 500 Watt power supply.Two available 8-pin or 6+2pin PCI-E power donglesTotal Power Draw: 215 Watts'],['180W'],['Yes'],0 reviews
,['1683 MHz'],['EVGA'],['3584'],"['11.80"" x 5.62""']",['NVIDIA'],['Triple Fans'],['1569 MHz'],['1 x Dual-Link DVI-D'],"['November 22, 2018']",['DirectX 12'],['3 x DisplayPort 1.4'],['Yes'],,['11000 to 11016 MHz'],"['Simultaneous Multi-ProjectionVR ReadyNVIDIA AnselNVIDIA SLI w/ HB Bridge SupportNVIDIA G-SYNCNVIDIA GameStreamNVIDIA GPU Boost 3.0Microsoft DirectX 12 APIVulkan APIOpenGL 4.5 SupportMax Digital Resolution - 7680x4320HDMI 2.0b, DisplayPort 1.4 and Dual-Link DVIBuilt for EVGA Precision XOCAsynchronous Fans9 additional temp sensors to monitor Memory and VRMGPU / Memory / PWM Thermal Status Indicator LEDsNew vented heatsink fin design and pin fins for optimized airflowSafety fuse to protect components from damage due to improper installation or other component failuresRedesigned cooling with L-shaped contact fins to improve contact surface area for better heat dissipationEVGA iCX Technology']",,['GeForce GTX 1080 Ti'],['NVIDIA GeForce GTX 10 Series'],['Yes'],['1 x HDMI 2.0b'],['PCI Express 3.0'],,['300 mm'],['7680 x 4320'],['352-Bit'],['11GB'],['GDDR5X'],['11G-P4-6796-K3'],['4'],['OpenGL 4.5'],"['Windows 10 32/64-bit, Windows 8 32/64-bit, Windows 7 32/64-bit']",,,['2 x 8-Pin\xa0or 2 x 6+2-Pin'],,['2-Way SLI'],,,['Dual Slot'],,"['600W or greater power supply.PCI Express, PCI Express 2.0 or PCI Express 3.0 compliant motherboard with one graphics slot.']",['250W'],['Yes'],0 reviews
,['1582 MHz'],['EVGA'],['3584'],,['NVIDIA'],['Double Fans'],['1480 MHz'],['1 x DVI'],"['November 05, 2018']",['DirectX 12'],['3 x DisplayPort 1.4'],['Yes'],,['11016 MHz'],"['Featuring a total of 11 global patents (pending and granted), iCX from EVGA is efficiency perfected. With 9 additional sensors embedded on the PCB, a newly designed die\xadcast baseplate and backplate, purposefullydirected airflow chambers, and full control using EVGA Precision XOC, EVGA\'s iCX is the very definition of Interactive Cooling.  With PC gaming growing, it is important to provide ""Peace of Mind Gaming"" to the user. With EVGA\'s new iCX technology, users can have a better understanding of their card\'s operation. This includes temperature monitoring on key components (not just GPU), interaction with other devices and better cooling with asynchronous fan control providing better overclocking capabilities.  With EVGA iCX technology, a new era of PC gaming is here.  iCX Technology - Peace of Mind Gaming - 9 additional temp sensors to monitor memory and PWN - Full monitoring and control with EVGA Precision XOC - Safety fuse to protect components from damage due to improper installation or other component failures - GPU / Memory / PWM Thermal Status Indicator LEDs - Customizable RGB LED']",,['GeForce GTX 1080 Ti'],['NVIDIA GeForce GTX 10 Series'],['Yes'],['1 x HDMI 2.0b'],['PCI Express 3.0'],,,['7680 x 4320'],['352-Bit'],['11GB'],['GDDR5X'],['11G-P4-6591-KR'],['4'],['OpenGL 4.5'],"['Windows 10 32/64bit, Windows 8 32/64bit, Windows 7 32/64 bit']",,,['1 x 8-Pin & 1 x 6-Pin'],,['2-Way SLI'],,,,,"['600W or greater power supply PCI Express, PCI Express 2.0 or PCI Express 3.0 compliant motherboard with one graphics slot']",['250W'],['Yes'],0 reviews
,['1936 MHz (OC Mode)1898 MHz (Gaming Mode)'],['ASUS'],['2560'],"['11.73"" x 5.28""']",['NVIDIA'],['Triple Fans'],['1784 MHz (OC Mode)1759 MHz (Gaming Mode)'],['1 x DVI-D'],"['November 09, 2018']",,['2 x DisplayPort'],['Yes'],,['10010 MHz'],"['ASUS ROG Strix GeForce GTX 1080 outshines the competition1936 MHz boost clock in OC mode for outstanding performance and gaming experience.DirectCU III with Patented Wing-Blade Fans delivers 30% cooler and 3X quieter performance.ASUS FanConnect features 4-pin GPU-controlled headers connected to system fans for optimal thermal performance.Industry Only Auto-Extreme Technology with Super Alloy Power II delivers premium quality and best reliability.Aura RGB Lighting to express personalized gaming style.VR-friendly HDMI ports for immersive virtual reality experiences.GPU Tweak II with Xsplit Gamecaster provides intuitive performance tweaking and lets you stream your gameplay instantly.NVIDIA ANSEL for a revolutionary new way to capture in-game screenshots.NVIDIA GameWorks provides an interactive and cinematic experience, as well as incredibly smooth gameplay.']",,['GeForce GTX 1080'],['NVIDIA GeForce GTX 10 Series'],['Yes'],['2 x HDMI 2.0'],['PCI Express 3.0'],,,['7680 x 4320'],['256-Bit'],['8GB'],['GDDR5X'],['ROG STRIX-GTX1080-O8G-GAMING (90YV09M1-M0NM00)'],,['OpenGL 4.5'],,,,"['1 x 6-pin, 1 x 8-pin']",,,['ROG'],,,,,['180W'],['Yes'],0 reviews
,,,,,,,,,"['October 12, 2020']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 reviews
,,,,,,,,,"['December 14, 2018']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 reviews
,['1670 MHz'],['EVGA'],['3584'],,['NVIDIA'],['Double Fans'],['1556 MHz'],['1 x Dual-Link DVI-D'],"['November 05, 2018']",['DirectX 12'],['3 x DisplayPort 1.4'],['Yes'],,['11000 MHz'],"['Simultaneous Multi-Projection  VR Ready  NVIDIA Ansel  NVIDIA SLI w/ HB Bridge Support  NVIDIA G-SYNC  NVIDIA GameStream  NVIDIA GPU Boost 3.0  Microsoft DirectX 12  Vulkan API  OpenGL 4.5 Support  PCI Express 3.0  Max Digital Resolution - 7680 x 4320  HDMI 2.0b, DisplayPort 1.4 and Dual-Link DVI  Built for EVGA Precision XOC  iCX Cooling  New vented heatsink fin design and pin fins for optimized airflow  Redesigned cooling with L-shaped contact fins to improve contact surface area for better heat dissipation']",,['GeForce GTX 1080 Ti'],['NVIDIA GeForce GTX 10 Series'],['Yes'],['1 x HDMI 2.0b'],['PCI Express 3.0'],,,['7680 x 4320'],['352-Bit'],['11GB'],['GDDR5X'],['11G-P4-6393-KR'],['4'],['OpenGL 4.5'],"['Windows 10 32/64bit, Windows 8 32/64bit, Windows 7 32/64bit']",,,['1 x 6-Pin 1 x 8-Pin'],,['2-Way SLI'],,,,,"['600 Watts or greater power supply. PCI Express, PCI Express 2.0 or PCI Express 3.0 compliant motherboard with one graphics slot.']",['250W'],['Yes'],0 reviews
